id,timestamp,sender,reply_to,content
22687,16.07.2025 20:20:26,User,,"💉🔬❗️ Mikroskopische Analyse der MMR-Impfung (Masern, Mumps, Röteln) mit MhD 2026 - Frischtröpfchen-Analyse von Dr. Liliana Zelada Rück aus BolivienIm Video sind laut zahlreiche Graphenoxid-Partikel, Graphenblasen und Nanotechnologie zu erkennen. Dies wird unseren Kindern injiziert.Schon ohne MMR ist diese Dreifach Impfung gefährlich und enthält jede Menge Toxine. Warnung an alle Eltern: Informieren Sie sich, was man Ihren Kindern spritzt.Multi-Language Subtitles:🇵🇹 | 🇺🇸 | 🇮🇹 | 🇷🇺 | 🇯🇵 | 🇫🇷Untertitel: M-Power Translations via @LaQuintaColumna👉 Dr. Liliana Zeladas TG KanalWeiteres von Dr. Zelada:🔸 Lichtmikroskopische Analyse  eines Grippeimpfstoffs🔸 Optische Analyse eines getrockneten Tröpfchens des Sputnik-Impfstoffs🔸 Dr. Zelada untersucht unter dem Mikroskop einen Impfstoff von Astrazeneca🔸 Dr. Zelada untersucht unter dem Mikroskop einen Impfstoff von PfizerFür mehr Zusammenhànge zwischen Nanobots, Graphen, 5G, Injektkonsmittel & Mind Control, hier beitreten 👉 t.me/GrapheneAgenda"
1938,08.10.2021 22:51:32,User,1931.0,Der! ✊
22893,28.07.2025 17:06:59,User,,"@SeibtNaomi🚨PRÄSIDENT TRUMP ENTLARVT EU-WINDMÜHLENHEUCHELEI❗️""Sie verärgeren uns."" Trump weiß, wovon er spricht: Windmühlen sind nicht nur HÄSSLICH und teuer, Sie SCHÄDIGEN die Umwelt! Klimapropaganten sprechen nie über die Entsorgung, wenn sie rosten. Ich frage mich, warum!@hardy_q_anon"
23100,08.08.2025 00:27:02,User,,"BiologischeKrebstherapieDie biologische Krebstherapie versucht in verschiedenen Krankheitsstadien zu helfen und zu unterstützen. In erster Linie wird dabei versucht die gesunden Anteile des Patienten zu fördern und dem Krebs den Nährboden zu entziehen. Mit verschiedenen Methoden wird dabei versucht:Nebenwirkungen zu mildernzu entgiftenzu ergänzendas Immunsystem zu aktivierenden Lebensstil zu optimieren (Ernährung, Bewegung, Geist & Seele)Tumorzellen direkt und indirekt anzugreifen ErnährungErnährung ist bei Krebs ein wichtiges Thema. Seit mehreren Jahren läuft die so genannte Epic- Studie mit 560.000 Menschen die den Einfluss der Ernährung auf die Krebsentstehung untersucht. Mittlerweile gibt es wichtige Daten, die in die Beratung für die jeweilige Tumorerkrankung einfließen.Vor kurzer Zeit ist dem Forscher Dr. Coy ein Durchbruch in der Erforschung von Krebszellen gelungen. Er konnte ein Enzym (TKTL1) nachweisen, das sich vor allem in schnell wachsenden und metastasierenden Tumoren findet. Es führt dazu, dass sich der Tumor ausschließlich von großen Mengen Glukose ernähren kann. Eine so genannte ketogene Ernährung scheint diese Tumorzellen ""auszuhungern"". Ob ein bestimmter Tumor TKTL1-positiv ist, lässt sich im Labor nachweisen. Informieren Sie sich in unserer Praxis!Patienteninformation Diaetetik für Tumorpatienten (PDF)Mineralstoffe und VitamineMineralstoffe und Vitamine wie Selen oder Vitamin C werden inzwischen sogar schon von manchen Unikliniken empfohlen. Welche Stoffe für Sie sinnvoll sind, welche es nicht sind - all das kläre ich gerne mit Ihnen ab.InfusionenIn der biologischen Krebstherapie sind Infusionen häufig eine wichtige Maßnahme. Unter anderem werden folgende Stoffe infundiert:Glutathion zur EntgiftungVitamin C hochdosiert, wirkt schädigend auf TumorzellenCurcuminVitamin B17, AmygdalinDCA (Dichloracetat)DMSO (Dimethylsulfoxid)ArtesunateBaseninfusionen zum Entsäuern des KörpersVitalinfusionen zur Zufuhr wichtiger Vitamine und Mineralstoffe Mit Hilfe von Wirkstofftestungen kann festgestellt werden, welche Substanzen beim jeweiligen Patienten besonders erfolgversprechend sind.OrganotherapieThymus und Milzgesamtextrakte enthalten ein umfassendes Spektrum wichtiger Abwehrstoffe. Sie sind bewährte Immunmodulatoren und verbessern darüber hinaus spürbar die Lebensqualität der Patienten.Patienteninformation Organotherapie (PDF)Hypnose, Tiefenentspannung, VisualisierungenDie moderne Wissenschaft in Form der Psychoneuroimmunologie lehrt uns die enge Verzahnung von Psyche und Immunsystem. Immer wieder wird von Spontanheilungen auch bei fortgeschrittenen Tumorerkrankungen berichtet. Mit inneren Bildern lassen sich Heilkräfte aktivieren, Ängste mindern, Depressionen abbauen, Gelassenheit finden und Farbe in die Seele bringen. In der Praxis lassen sich diese Verfahren idealerweise in Hypnose durchführen. HyperthermieDurch ein elektrisches Hochfrequenzfeld wird eine Oberflächen- oder Tiefenüberwärmung erzielt. Tumorzellen reagieren sehr empfindlich auf Hitze und das elektrische Feld.Lesen Sie mehr zum Thema Hyperthermie."
23101,08.08.2025 00:27:39,User,,"Insulinpotenzierte TherapieChemotherapie wirkt oft zu unspezifisch, nicht nur Krebszellen sondern auch gesunde Zellen werden angegriffen. Es gibt mehrere Ansätze um dieses Problem zu überwinden: Ein Wirkstoff ist Methadon, die andere die Insulinpotenzierte Therapie.Lesen Sie mehr zum Thema Insulinpotenzierte Therapie.Embedded StrategyDie Embedded Strategy ist ein innovatives Verfahren, das die Gabe von 500mg Curcumin in einer Sitzung mit einer insulinpotenzierten, low-dose-Chemotherapie kombiniert. Durch die synergistische Wirkung beider Therapien ist eine effektive, weitgehend nebenwirkungsfreie Therapie möglich. MethadonMethadon wird seit Jahrzehnten in der Drogensubstitution eingesetzt. Im Laborversuch hat sich gezeigt, dass Methadon auf Krebszellen wirkt: sie sterben nach kürzester Zeit. Lesen Sie mehr zum Thema Methadon.Albumin-Carrier-TherapieDie Albumin-Carrier-Therapie ist eine innovative, nebenwirkungsarme Form der Tumorbehandlung. Dabei wird ein Chemotherapeutikum an das im Blut vorkommende Protein Albumin gekoppelt. Erfreulicherweise treten bei der Albumin-Carrier-Therapie in der Regel keinerlei Nebenwirkungen auf und andere Therapien, wie die insulinpotenzierte Chemotherapie und biologische Wirkstoffe können gut damit kombiniert werden.Lesen Sie mehr zum Thema Albumin-Carrier-Therapie.SprechstundenMontag – Freitag: 9 – 17 UhrSamstag & Sonntag: geschlossenÄrztin macht NotizenOnline Termin"
23975,11.09.2025 10:17:02,User,,"🏥💰 Mammographie – ein Geschäft mit der Angst?Bei vielen gesundheitlichen Themen zeigt sich ein wiederkehrendes Muster: Was lange als „Schutz“ verkauft wird, birgt nicht selten eigene Risiken. So auch bei der Mammographie.🔸 Das Verfahren nutzt Röntgenstrahlung, die das Brustgewebe belastet und im schlimmsten Fall selbst krebserregend wirken kann.🔸 Studien zufolge wurden in den letzten 30 Jahren rund 1,3 Millionen Frauen mit Brustkrebs-Diagnosen konfrontiert, obwohl es sich in Wahrheit um harmlose Veränderungen handelte, die niemals gefährlich geworden wären.🔸 Während Patientinnen durch Ängste, Therapien und Eingriffe belastet wurden, profitierten vor allem Pharmaindustrie und Kliniken finanziell.Der Gesundheitsautor Sayer Ji spricht in diesem Zusammenhang sogar von einer Art „medizinischem Stockholm-Syndrom“:„Millionen von Menschen unterstützen Brustkrebs-Kampagnen, ohne zu ahnen, dass die treibenden Kräfte dahinter genau jene Unternehmen sind, die mit Medikamenten und Behandlungen enorme Gewinne erzielen.“Mehr darüber:🔹 Mammographie - nein danke! Warum diese Untersuchung mehr schadet als nutzt🔹 Mammographie (Studie):  Experten warnen vor mehr Schaden als NutzenLass es auch andere wissen!🙏🚪Gesammelt @HeilenVerbotenHier sehen was es sonst noch gibt und beitreten ⬅️⬅️"
3920,03.01.2022 05:59:47,User,,💥‼️ Das Video muss viral gehen! Eine Schwester spricht Klartext! 11 von 12 Patienten sind doppelt geimpft oder sogar geboostert! ÜBERALL TEILEN DIE WAHRHEIT IST DAS SCHÄRFTE SCHWERT💥 TELEGRAM UNZENSIERT ÜBER  FOLGEN T.ME/ATTILAHILDMANNFREEDOM
5047,01.02.2022 21:41:26,User,,Ein noch nie dagewesener Blackout schnitt Millionen Menschen von der Versorgung ab. Heute fiel in weiten Teilen Zentralasiens der Strom aus.  Die Menschen stehen bei Temperaturen weit unter dem Gefrierpunkt - ohne Wärme- und Wasserversorgung da.
5243,08.02.2022 17:38:17,User,,"💥💥💥 Es ist schlimmer als wir gedacht haben.Die Genspritze verursacht eine neue Variante von ADIS (V-AIDS) eine Autoimmun Erkrankung. Auf Deutsch, das Immunsystem versagt! Jede weitere Corona-Impfung verstärkt die Impfschäden! Eine neue Studie aus England zeigt, dass Geimpfte schlimmer erkranken.Das ganze Video 🔻🔻🔻ZEUGEN  DER WAHRHEIT: Was in Spitälern, Heimen und Ordinationen wirklich passiert.  mehr🔻erfahren❓ⓁⓀ Ⓝⓔⓦⓢ 🔻 🔻🔻🇩🇪  🇩🇪ⓁⓀ Ⓝⓔⓦⓢ 🔺 🔺🔺"
5749,08.03.2022 00:42:08,User,,"Militärärztin enthüllt, dass mehr Soldaten an dem Impfstoff gestorben sind als an COVID.""Wir befinden uns im Krieg und müssen herausfinden, wer der Feind ist.""Quelle:"
5932,11.03.2022 21:27:54,User,,"Vor vier Jahren wurde Journalistin aus dem Europäischen Parlament ausgeschlossen, weil sie den stellvertretenden US-Gesundheitsminister wegen der vom Pentagon finanzierten Biolabors in 25 Ländern der Welt zur Rede gestellt hatte. Sie wurde von den US-Medien als ""Fake News"" beschimpft. Wer ist jetzt die ""Fake News""?"
5949,13.03.2022 19:49:41,User,,@RealScienceFilesGegen COVID-19 geimpft und krank: Herzmuskelentzündungen bei Kindern 133 Mal häufiger nach mRNA-Gentherapie auf Telegram:
5954,14.03.2022 11:35:59,User,,"‼️Weil sie Menschen retten wollte, wird sie nun angeklagt!DAS ist die Welt, in der wir leben!„Eine Krankenschwester soll Spritzen mit wirkungsloser Flüssigkeit befüllt haben – laut Staatsanwaltschaft, weil sie den Coronamaßnahmen kritisch gegenüberstand. Nun ist sie wegen Körperverletzung angeklagt worden.“‼️@Ayse_Meren_HPQuelle:  ekelhaften Gestalten überall.. das Projekt in vollem Umfang in Gange...Ihr wollt die Wahrheit 👇🏻👇🏻"
6058,25.03.2022 09:41:32,User,,💥💥💥 Der Pathologe Prof. Dr. Arne Burkhardt sprach am 21.03.2022 vor dem Gesundheitsausschuss des deutschen Bundestages!Das Verbrechen ist komplett aufgeflogen 💥 mehr🔻erfahren❓ⓁⓀ Ⓝⓔⓦⓢ 🔻 🔻🔻🇩🇪  🇩🇪ⓁⓀ Ⓝⓔⓦⓢ 🔺 🔺🔺
6267,30.04.2022 21:35:53,User,,".🇪🇪🇱🇹🇱🇻💥💥💥BOOOM💥💥💥🔴  Estland, Lettland und Litauen fordern Einstellung von ImpfstofflieferungenDie baltischen Staaten Estland, Lettland und Litauen haben in einem gemeinsamen Brief die zuständigen Behörden in Brüssel a...👉Quelle   30.04.2022👉@technikus_news"
6365,15.05.2022 17:17:12,User,,"Das erschreckende Ergebnis ☠️ meiner Dunkelfeldmikroskopie""Eine deutsche Betreiberin eines Youtube-Kanals, die in Südspanien lebt und seit Jahren über ihr Leben und das ihrer Familie dort berichtet, hat seit Wochen ein anderes Thema: Ihr gesundheitlicher Zustand nach der Booster-Impfung. Gerade das letzte Video ist sehenswert, denn sie berichtet über die Ergebnisse einer Untersuchung per Dunkelfeld-Mikroskopie."" Beschreibung @HolgerFischerRAHier geht's zum Video: informiert bleiben 🔍 👉 t.me/GrapheneAgenda"
6366,15.05.2022 22:24:55,User,,"💉  Dr. Robert Young erörtert das in Impfstoffen gefundene Graphen und die Verbindung zum ""Zeichen der Bestie"".‼️Dr. Young spricht über die Wirkung von Graphenoxid in Organen und Blut, das im ganzen Körper Gerinnsel verursacht. Diese Inokulation ist ein Biosensor, eine Identifizierung. informiert bleiben 🔍 👉 t.me/GrapheneAgenda"
6368,17.05.2022 22:48:04,User,,Die Überlebenschance für
6409,22.05.2022 21:30:53,User,,"♥️📌♥️Gar nichts tun, das ist die allerschwierigste Beschäftigung und zugleich diejenige, die am meisten Geist voraussetzt (Oscar Wilde)🌞🍷 Lust auf Gute Laune?👉👉  ▫️🔹♦️ ▫️🔹♦️▫️🔹♦️▫️🔹♦️Mäckle schafft Wissen! 👇👇👇👇👇👇"
6696,03.07.2022 15:58:33,User,,WARUM DIE IMPFLINGE INNERLICH VERBLUTEN❓RASIERKLINGEN IM NANOBEREICH WERDEN DEN MENSCHEN GESPRITZ! ❗️TEILEN❗️UND FOLGEN 👉🏽 T.ME/WEGGESPRITZT
6706,05.07.2022 22:08:58,User,,"Berechtigte Einwände zu künftigen Gefahren für Frauen wischt Ministerin Paus beiseite: „Transfrauen sind Frauen. Und deswegen sehe ich da jetzt keinen weiteren Erörterungsbedarf“. Das bedeutet also: Wenn ein männlicher Triebtäter sich morgen per Federstrich zur Frau erklärt und weibliche Umkleidekabinen oder Frauenhäuser aufsucht, darf ihm dies nicht verwehrt werden – er muss nur seinen Ausweis zücken..."
6708,05.07.2022 22:52:25,User,,".🇺🇸🇺🇸🇺🇸‼️  Dr. David Martin: 700 Millionen Menschen weltweit werden bis 2028 an COVID-19-Impfungen sterben! (Video)Dr. David Martin, ein mittlerweile führender Medizin-Experte im Gebiet der Impfschäden-Forschung, war zu Gast beim unabhängigen US-Journalisten Greg Hunter (US Watchdog), der sich auf die jüngsten Drohungen von Pfizer-CEO Albert Bourla bezieht, „Impfgegner“ wegen „Fehlinformation“ zu verklagen, und er fragt Dr. Martin, ob er glaube, dass die Impfstoffhersteller, die US-amerikanische Gesundheitsbehörde FDA, die NIH und die CDC mit ihrem Massengenozid davonkommen werden?Dr. Martin antwortet, dass sie damit nicht durchkommen werden, und er erklärt, dass der Grund, warum wir nicht sehen, dass Pfizer oder Moderna Leute wie ihn verklagen, die Informationen preisgeben, die für Strafverfahren gegen sie von Bedeutung sind, darin liegt, dass man, um Verleumdung oder üble Nachrede zu beweisen, „tatsächlich den Beweis erbringen muss, dass das, was wir gesagt haben, nicht wahr ist, und das Problem ist, dass 100% der Beweise, über die wir sprechen, wahr sind.„Das Gute daran ist, dass sie drohen können, so viel sie wollen, das Schlechte daran ist, dass sie Dinge offenlegen müssten, die sie garantiert niemals offenlegen werden – und in der Tat steht der Schuh am anderen Fuß“.„Wie Sie wahrscheinlich wissen, haben wir im März die allererste Bundesklage gegen den Präsidenten [Biden], gegen das CMS und gegen das Ministerium für Gesundheit und menschliche Dienstleistungen in Utah eingereicht. Die mündliche Verhandlung zu diesem Fall findet am 6. Juli statt, und wir werden nicht nur nicht wegen Verleumdung oder Fehlinformation verklagt, sondern wir ziehen die Leute tatsächlich strafrechtlich zur Verantwortung für ihren innerstaatlichen Terrorismus, ihre Verbrechen gegen die Menschlichkeit und die Geschichte der Bewaffnung mit dem Coronavirus, die bis ins Jahr 1998 zurückreicht.“mRNA-Impfungen als biologische KampfstoffeGreg verweist auf die Hunderttausende von Amerikanern, die durch die Biowaffen von COVID-19 und seinen „Impfstoff“ getötet und verstümmelt wurden, und er fragt, ob es noch schlimmer werden wird?👉Quelle   05.07.2022👉@technikus_news"
6775,19.07.2022 12:45:28,User,,.🇩🇪🇨🇭🇦🇹✝️  Mehr COVID-19-Todesfälle bei Kindern seit Impfbeginn – und niemand erforscht den Grund♦️Seit den Kinderimpfungen hat sich die Zahl der im Zusammenhang mit Corona verstorbenen Minderjährigen vervierfacht. 👉Quelle   18.07.2022👉@technikus_news
6809,24.07.2022 22:28:44,User,,"Dr. Wodarg: Impf-Nebenwirkung wird als Affenpocken verkauft - eine perverse Industrie Was uns als Affenpocken verkauft wird, ist in sehr vielen Fällen eigentlich Gürtelrose, eine der bekannten Impf-Nebenwirkungen. Der Internist und Lungenfacharzt Dr. Wolfgang Wodarg erklärt, dass Ärzte das eigentlich erkennen müssten, doch man verlasse sich lieber auf nichtssagende Tests. Die Nebenwirkungen der Corona-Injektionen werden dazu verwendet, um uns weiterhin Angst zu machen, ist sich Wodarg sicher. Mit den Nebenwirkungen der Spritzen wird also auch noch weiter Geld gescheffelt. Eine perverse Industrie, wie Dr. Wodarg attestiert.➡️  Hier den ganzen Beitrag von ""ELSA AUF1"" ansehen:"
9379,08.10.2023 11:13:28,User,,"2,8 Millionen US-Dollar Bestechungsgeld von Pfizer an die FDA für die „Zulassung“ ihrer Biowaffe."
9638,01.12.2023 21:41:17,User,,"Explosionsartiger Anstieg von Autoimmunerkrankungen 💥Prof. Dr. med. Ulrich Amon ist Facharzt für Dermatologie & Allergologie mit dem Schwerpunkt Autoimmunerkrankungen und Autoinflammation. Darüber hinaus ist er Zertifizierter Arzt für das Coimbra-Protokoll. Nach einem klassischen, schulmedizinischen Bildungsweg öffnete Amon sich der Orthomolekularmedizin und sieht heute vieles aus einem breiteren Blickwinkel. Hier die ganze Sendung „QS24“ bei AUF1.TV ansehen: ▶️  Den Original-Beitrag unserer Schweizer Kollegen von  finden Sie hier:"
9639,01.12.2023 21:50:41,User,,"Dr. Ronny Weikl: HPV-Impfung – Anstieg von Gebärmutterhals-Krebs ⚠️Mit einer neuen HPV-Kampagne will die WHO eine Durchimpfungsrate von 90% erreichen. In den kommenden zwei Jahren sollen mehr als 80 Millionen Mädchen die Injektion erhalten. Doch wurde jemals nachgewiesen, dass die HPV-Impfung überhaupt vor Gebärmutterhals-Krebs schützt, wie es die Kampagnen versprechen? Oder führt die Injektion vielmehr zu einem Anstieg von Gebärmutterhalskrebs? ➡️ Das ganze Interview AUF1.TV ansehen:"
9732,14.12.2023 19:55:42,User,,Yonatan (7) – „plötzlich und unerwartet“ verstorben.Tod nach „Impfung“.Er war DAS Gesicht der nationalen „Impf“-Kampagne in Israel. Jetzt ist Yonatan tot – gestorben an einer Myokarditis. Medien und Regierung schweigen eisern über das Schicksal des milchgesichtigen Werbestars. Von Kai Rebmann.
9791,02.01.2024 21:07:07,User,,Dr. Dietrich Klinghardt: Die neuen Kombi-Infektionen betreffen uns alle:...
9799,02.01.2024 21:17:45,User,,"Dr. Dietrich KlinghardtSchritt für Schritt zur Zellentgiftung - so geht's richtig!In diesem Interview gibt er spannende Einblicke in seine langjährige klinische Erfahrung mit chronischen Erkrankungen & Entgiftungstherapien.Er erläutert die hohe Affinität von Quecksilber zum Nervensystem und dessen toxische Wirkung durch Einlagerung in Nervenzellen. Effektive Entgiftung erfordert das Lösen dieser Bindungen & Ausschleusen der Schwermetalle über Niere & Leber.Detailreich schildert er den Diagnose- & Behandlungsablauf in seiner Klinik, von der ausführlichen Anamnese bis zur Festlegung eines multidimensionalen Therapieplans. Dieser umfasst Maßnahmen auf physischer sowie psychischer & intuitiver Ebene, z.B. Lichttherapie, Traumaarbeit und Familienaufstellungen.Abschließend betont er die Bedeutung, zuerst im Körper aufzuräumen & zu entgiften, bevor man sich intensiver mit Methoden der Lebenserwartung beschäftigt.FrankBraunQuelle"
9802,03.01.2024 09:27:40,User,,"⚠️KOLLOIDALES GOLD LÖST NANOTECHNOLOGIE AUF‼️ diesem kurzen Video zeigt Dr. David Nixon anhand seiner mikroskopischen Aufnahmen, wie Kolloidales Gold, die in den Proben zu sehenden Nanotechnologie-Verbindungen auflöst.Das Bemerkenswerte daran ist, dass die Proben, die seinen Patienten entnommen wurden, noch nicht einmal in direktem Kontakt mit dem Kolloidalen Gold kommen müssen und, dass die Auflösung der nanotechnologischen Strukturen trotzdem funktioniert. Er ließ auf dem Objektträger stets Abstand zwischen der Probe, in der die Strukturen der Nanotechnologie deutlich zu sehen sind und der Zugabe von einem Tropfen Kolloidales Gold. Er spricht hier von einem bis mehrere Millimeter.Dr. Nixon hat noch keine endgültige Erklärung für dieses Phänomen, aber er geht davon aus, dass es an der elektrischen Ladung des Kolloidalen Golds liegen muss, welches im ELEKTROLYSEVERFAHREN, hergestellt wurde. Er betont außerdem, dass es für jeden zu Hause möglich ist, Kolloidales Gold auf diese Weise Zuhause herzustellen.Genau dieses Verfahren wird mit dem TURBOGENERATOR 6.0 angewendet. Den und die Goldstäbe bekommt Ihr hier⬇️ ist also von Zuhause, dezentral überall auf der Welt in der Lage, KOLLOIDALES GOLD herzustellen und damit jedem Menschen zu helfen, dem diese Nanotechnologie unter dem Deckmantel von Corona Schutzimpfungen und anderweitig (Infusionen, Betäubungsmittel, und andere Injektionen) injiziert wurde."
9803,03.01.2024 10:29:13,User,,"AUSTRALIEN: SENATOR ROBERTS KÜNDIGT VERFOLGUNG DER COVID-TERRORISTEN AN! - 2.1.2024„Wir werden Ihre globale Agenda offenlegen.“Australischer Senator Malcolm Roberts: Die sogenannte „Pandemie“ wurde Jahrzehnte im Voraus geplant und weltweit koordiniert.„Aber wir werden euch verfolgen, die Menschen, die schuldig sind. Wir werden euch verfolgen und zur Rechenschaft ziehen.“ - Das wäre ein wirklich positiver Start ins Neue Jahr - das große Aufwachen scheint zu beginnen! Link zum Video hier   mir auf Telegram/Hauptkanal↕️↕️↕️"
9804,04.01.2024 04:24:40,User,,"⭐️ Haritaki kurbelt Sauerstoffversorgung an!In einem 4-wöchigen Behandlungszeitraum (im Rahmen einer klinischen Studie) erhöhte 3g Haritaki pro Tag den Hämoglobinwert der Patienten um 17,96% !Zum Vergleich: Ein 4 wöchiges Höhentraining bringt etwa eine 4-5% Steigerung.🎓 Dieser Effekt ist höchstens für unsere westliche Wissenschaft sensationell.Denn In Asien ist dies bereits seit der Antike bekannt, einer der Hauptgründe warum Mönche, Yogis und spirituelle Meister diese heilige Pflanze derart schätzen.🙏🏻 Die 7te Jhdt Buddisten gaben ihr den Beinamen:""Der Nektar der den Geist erhellt""🧠 Denn mehr Sauerstoff im Blut führt zu klarem Denken, einem besseren Fokus und einer besseren Gedächnisleistung.✨ Weitere Effekte von Haritaki:💚 Verjüngend💚 Darmregulierend💚 Entgiftend💚 Antioxidativ💚 Antiparasitär💚 Antifungal💚 Entzündungshemmend💚 Antibakteriell💚 Antidiabetisch💚 Wundheilend💚 Antikariogen💚 Kardioprotektiv💚 Antikarzinogen💚 Antiallergisch🌿👉🏻 HIER bestellen 👈🏻🌿"
9807,04.01.2024 04:38:48,User,,"Echte Waldluft für Zuhause? 🌳Generator für eine gesunde Atemluft!Die Therapie mit Airnergy löst eine Reihe positiver Reaktionen im Körper hervor, die sich bei verschiedenen Chronischen Erkrankungen bewährt haben. Der Stoffwechsel wird aktiviert & reguliert, die Energieproduktion verbessert, Immunfunktionen optimiert & die antioxidative Kapazität gesteigert zB.:•Durchblutungsstörungen•Herz- und Gefäßkrankheiten•Erschöpfungszustände•Chronische Müdigkeit•Diabetes mellitus I und II•Multiples Chemisches Syndrom (MCS)•Burn-out-Syndrom•Hohe Cholesterinwerte•Bronchitis, Lungenerkrankungen•Chronische Fibromyalgie•Rheumatische Erkrankungen•Sehstörungen•Akute und chronische Schmerzen•Leberstoffwechselstörungen•Hautkrankheiten•Schlafstörungen•Konzentrationsschwäche•Bluthochdruck•Allergien•Alterskrankheiten (Parkinson, Alzheimer u.a.)•Tinnitus•COPD▶️ Hier findest du Ainergy10% Code mit dem Gutscheincode: rabbit"
9815,04.01.2024 20:46:14,User,,Wärmebildgeräte können Blutgerinnsel bei Geimpften aufspüren. UT von Legitim.chHier informiert bleiben 🔍 👉 t.me/GrapheneAgenda
9816,04.01.2024 21:15:26,User,,"👁 La Quinta Columna: Graphenoxid in Brauns Kaliumchlorid, das für Kochsalzlösungen verwendet wirdWie es optisch aussieht, wird das ""Wunder"" und das modische Material in alles eingeführt, was irgendwann mit dem Menschen in Berührung kommt, mit den entsprechenden Folgen, die von der untersuchten TOXIZITÄT abhängen. informiert bleiben 🔍 👉 t.me/GrapheneAgenda"
9836,07.01.2024 21:13:30,User,,"Dr. Ladapo bereitet sich auf das Verbot von mRNA-COVID-19-Impfstoffen in Florida vor.Der COVID-19-""Impfstoff"" von Pfizer, der in Milliarden von Armen injiziert wurde, war nicht derselbe, der in den klinischen Studien von Pfizer verwendet wurde. Es handelte sich um eine ""Lockvogeltaktik"". Die Öffentlichkeit erhielt Fläschchen, die mit Plasmid-DNA verunreinigt waren.Deshalb forderte Dr. Joseph Ladapo am Mittwoch, den 3. Januar 2024, einen Stopp aller COVID-19 mRNA Injektionen. Hier ein kurzer Auszug:""Die DNA-Integration stellt ein einzigartiges und erhöhtes Risiko für die menschliche Gesundheit und die Integrität des menschlichen Genoms dar, einschließlich des Risikos, dass die in Spermien oder Eizellen integrierte DNA an die Nachkommen der Empfänger des COVID-19 mRNA-Impfstoffs weitergegeben werden könnte. Wenn die Risiken der DNA-Integration für mRNA-COVID-19-Impfstoffe nicht bewertet werden, sind diese Impfstoffe nicht für den Einsatz beim Menschen geeignet"".Dr. Ladapo ist nun bereit, Schritte einzuleiten, um die mRNA-COVID-19-Impfung in Florida vollständig zu verbieten:""Es ist im wahrsten Sinne des Wortes unmoralisch, diese Produkte anzubieten, und wir werden sehen, was wir sonst noch tun können, weil es offen gesagt so falsch ist, dass Leute, sei es CVS oder Walgreens oder eine andere Drogerie oder ein Krankenhaus, dies in Menschen einführen, wenn nicht die entsprechenden Tests durchgeführt wurden, um zu bestätigen, dass es keine Integration der DNA und der Lipid-Nanopartikel in das menschliche Genom gibt. Meine Kinder können das wahrscheinlich verstehen, und mein Ältester ist zehn. Es ist W-R-O-N-G falsch""."
9838,07.01.2024 22:28:15,User,,"Betäubungsmittel in Kindershampoos‼️Die Folge: diverse chemische Verbindungen, gerne auch auf Erdöl basierenden Grundstoffe wie PEGs (Polyethylenglykole) oder Laureth Sulfate verbleiben im Auge und werden nicht wieder ausgewaschen. Diese synthetischen Hilfsstoffe schädigen die Membranfunktion der Haut und machen sie durchlässiger für Schadstoffe, die unser Körper normalerweise abwehren kann. Unerwünschte Eindringlinge gelangen so durch die geschwächte Hautbarriere in unseren Körper. Irritationen und Rötungen der Schleimhäute und Augen können auftreten. Ebenfalls damit in Kontakt gekommene Hautpartien können Irritationen aufweisen oder gar Allergien bzw. Neurodermitis entwickeln.Artikel 🗞️ hier lesen 📖DEIN LEBENSMITTELMARKT👉 giftige Inhaltsstoffe"
9841,07.01.2024 22:47:06,User,,"Vortrag Rolf KronHomöopath aus KauferingDie Wahrheit zu allen Impfungen! Hier ein Auszug aus dem  Vortrag beim Back2Health.Kongress 2016Impfungen sind kein Irrtum, sondern die Menschen sollen schon immer vorsätzlich krankgemacht und sterilisiert werden! Auch die Seele wird angegriffen und das Bewusstsein!Hier: Ganzer Vortrag !Rolf Kron auf Telegram !Aufwachkanal ""IMPFSCHÄDEN"" deine rote Pille 💊"
9865,11.01.2024 17:34:47,User,,"Liebe Margarete, zu Impfstoffentsorgung und Abwasser....Das ist nicht erst seit C ein Thema...Schaut Euch mal Bilder von Wasserleitungen an die schon 10 oder 20 oder mehr Jahre alt sind. Es ist bekannt, dass Rückstände von Mikroplastik, Schwermetalle, Chlorid, Fluorid, Antibiotika und andere Medikamente drin sind und sehr leicht Chemikalien zugemischt werden können. Jede Gemeinde kann auch sofort mit einer Legionellen-Meldung o.ä. die Wasserversorgung erschweren weil man das Wasser nicht nutzen kann oder abkochen muss. Wasser ist ein Informationsträger und löst - d.h. beinhaltet dann - viele schädliche Stoffe. Ich hab mir deshalb dieses Jahr einen mehrstufigen Wasserfilter installieren lassen, der alles schädliche rausfiltert, das Wasser dann natürlich mit Korallen remineralisiert und durch Verwirblung hexagonales Wasser liefert. Selbst wenn die Gemeinde Legionellen meldet kann ich das Wasser aus meiner Leitung trinken. Seit ich den Filter habe trinken sowohl ich als auch meine Hündin auffällig mehr. Auch interessant: Direkt nach dem Einbau des Filters haben wir die Leitfähigkeit des Wassers geprüft...je mehr Schwermetalle und sonstige leitfähige Materialien drin desto höher der Wert...20 bis 80 is okay...Wasser mit Filter 40, Wasser aus der Leitung über 500....Wasser aus der gekauften Flasche über 600...und da sind Medikamentenrückstände und alles was sonst nicht leitfähig ist noch nichtmal berücksichtigt..."
